token	corpus size	all contexts size	frequency	co-frequency	specificity
stan	377948	13783	55	13	7.21
chciwość	377948	13783	5	5	7.19
pierworodnym	377948	13783	5	5	7.19
pojęcie	377948	13783	24	9	7.07
popełnione	377948	13783	9	6	6.75
kondycję	377948	13783	9	6	6.75
zła	377948	13783	71	14	6.67
istnieje	377948	13783	34	10	6.65
niszczy	377948	13783	14	7	6.64
obrazowania	377948	13783	6	5	6.43
należy	377948	13783	109	17	6.42
konsekwencji	377948	13783	15	7	6.39
wyznania	377948	13783	15	7	6.39
skutków	377948	13783	10	6	6.37
współczesnej	377948	13783	10	6	6.37
cudzych	377948	13783	10	6	6.37
lekkiego	377948	13783	7	5	5.90
popełnieniu	377948	13783	7	5	5.90
śmiertelnych	377948	13783	7	5	5.90
bliźniemu	377948	13783	7	5	5.90
nr	377948	13783	7	5	5.90
Trybuna	377948	13783	7	5	5.90
ciężkie	377948	13783	24	8	5.90
pojęcia	377948	13783	24	8	5.90
popełnionych	377948	13783	4	4	5.75
obiektywnie	377948	13783	4	4	5.75
Dziejach	377948	13783	4	4	5.75
alternate	377948	13783	25	8	5.75
Czym	377948	13783	18	7	5.74
Kanał	377948	13783	42	10	5.73
czyn	377948	13783	42	10	5.73
do	377948	13783	3367	173	5.67
Biblia	377948	13783	34	9	5.63
czytanie	377948	13783	8	5	5.49
główny	377948	13783	8	5	5.49
Obrazy	377948	13783	8	5	5.49
L	377948	13783	8	5	5.49
oddziaływania	377948	13783	8	5	5.49
działanie	377948	13783	27	8	5.47
duchowe	377948	13783	27	8	5.47
społecznego	377948	13783	27	8	5.47
więc	377948	13783	216	23	5.44
nie	377948	13783	4207	207	5.40
zły	377948	13783	20	7	5.39
grzechem	377948	13783	91	14	5.35
każdego	377948	13783	37	9	5.30
poprzez	377948	13783	57	11	5.30
warunki	377948	13783	14	6	5.28
wyznać	377948	13783	14	6	5.28
słabości	377948	13783	21	7	5.23
pełnej	377948	13783	21	7	5.23
być	377948	13783	428	35	5.21
każdy	377948	13783	94	14	5.18
żal	377948	13783	60	11	5.08
według	377948	13783	60	11	5.08
Zbawienie	377948	13783	5	4	5.07
fundamentalne	377948	13783	5	4	5.07
popełniony	377948	13783	5	4	5.07
nieczystego	377948	13783	5	4	5.07
kar	377948	13783	5	4	5.07
↑	377948	13783	31	8	4.98
odpowiedzialności	377948	13783	23	7	4.94
przekroczenie	377948	13783	10	5	4.87
Tokarczuk	377948	13783	10	5	4.87
związany	377948	13783	10	5	4.87
które	377948	13783	544	40	4.79
dobrowolne	377948	13783	17	6	4.71
Katolickiego	377948	13783	17	6	4.71
jednostki	377948	13783	25	7	4.68
społeczne	377948	13783	25	7	4.68
ale	377948	13783	650	45	4.66
elementem	377948	13783	11	5	4.62
dotyczą	377948	13783	11	5	4.62
odnosi	377948	13783	11	5	4.62
kulturowe	377948	13783	11	5	4.62
rozróżnienie	377948	13783	6	4	4.61
ocena	377948	13783	6	4	4.61
oddziela	377948	13783	6	4	4.61
efekcie	377948	13783	6	4	4.61
Raj	377948	13783	6	4	4.61
że	377948	13783	2460	127	4.57
pokuty	377948	13783	26	7	4.56
duchową	377948	13783	26	7	4.56
pychy	377948	13783	18	6	4.55
katolickiego	377948	13783	18	6	4.55
czy	377948	13783	678	46	4.54
mogą	377948	13783	95	13	4.48
Katechizm	377948	13783	19	6	4.41
poważnej	377948	13783	19	6	4.41
wskazuje	377948	13783	19	6	4.41
USJP	377948	13783	12	5	4.40
oddziaływanie	377948	13783	12	5	4.40
zaniechania	377948	13783	3	3	4.31
odpuszczony	377948	13783	3	3	4.31
ranią	377948	13783	3	3	4.31
FAQ	377948	13783	3	3	4.31
istotnym	377948	13783	3	3	4.31
interpretowanie	377948	13783	3	3	4.31
topos	377948	13783	3	3	4.31
kondycji	377948	13783	3	3	4.31
definicji	377948	13783	3	3	4.31
Brueghel	377948	13783	3	3	4.31
sodomski	377948	13783	3	3	4.31
ciężkości	377948	13783	3	3	4.31
puszczają	377948	13783	3	3	4.31
wołający	377948	13783	3	3	4.31
obmywać	377948	13783	3	3	4.31
tajemnego	377948	13783	3	3	4.31
brzydka	377948	13783	7	4	4.26
Drukuj	377948	13783	7	4	4.26
tabu	377948	13783	7	4	4.26
Biblioteka	377948	13783	7	4	4.26
skłonności	377948	13783	7	4	4.26
poczucie	377948	13783	39	8	4.22
czyli	377948	13783	101	13	4.20
Bóg	377948	13783	227	21	4.17
jednak	377948	13783	263	23	4.13
skutki	377948	13783	14	5	4.03
natury	377948	13783	53	9	4.01
różnych	377948	13783	42	8	3.98
przynosi	377948	13783	8	4	3.97
popełnia	377948	13783	8	4	3.97
popełnił	377948	13783	8	4	3.97
wyznań	377948	13783	8	4	3.97
Jakie	377948	13783	32	7	3.94
między	377948	13783	171	17	3.88
PiS	377948	13783	15	5	3.87
grzesznika	377948	13783	15	5	3.87
zawsze	377948	13783	222	20	3.86
rodzaju	377948	13783	68	10	3.85
przez	377948	13783	880	53	3.84
nawet	377948	13783	296	24	3.80
wątpliwości	377948	13783	24	6	3.79
kod	377948	13783	24	6	3.79
kary	377948	13783	34	7	3.77
naucza	377948	13783	9	4	3.73
warunków	377948	13783	9	4	3.73
wspólnotę	377948	13783	9	4	3.73
Zamknij	377948	13783	9	4	3.73
XV	377948	13783	9	4	3.73
osoby	377948	13783	84	11	3.73
duszpasterskiej	377948	13783	4	3	3.73
przymierza	377948	13783	4	3	3.73
wzbudzić	377948	13783	4	3	3.73
spowodował	377948	13783	4	3	3.73
Siedem	377948	13783	4	3	3.73
11.	377948	13783	4	3	3.73
poczuciu	377948	13783	4	3	3.73
nieczystym	377948	13783	4	3	3.73
spis	377948	13783	4	3	3.73
7.	377948	13783	4	3	3.73
Zgubiłem	377948	13783	4	3	3.73
pryzmat	377948	13783	4	3	3.73
popełnienie	377948	13783	4	3	3.73
żałować	377948	13783	4	3	3.73
Werbalnik	377948	13783	4	3	3.73
pycha	377948	13783	16	5	3.73
przekonanie	377948	13783	16	5	3.73
który	377948	13783	494	34	3.71
treści	377948	13783	71	10	3.70
walki	377948	13783	36	7	3.61
bowiem	377948	13783	87	11	3.60
różnice	377948	13783	17	5	3.59
sakrament	377948	13783	17	5	3.59
spowiedź	377948	13783	17	5	3.59
mimo	377948	13783	37	7	3.54
przypadku	377948	13783	37	7	3.54
nieczystość	377948	13783	10	4	3.53
większe	377948	13783	10	4	3.53
przebaczenia	377948	13783	10	4	3.53
cudzołóstwa	377948	13783	10	4	3.53
nieczyste	377948	13783	10	4	3.53
Stefan	377948	13783	10	4	3.53
przeciwko	377948	13783	49	8	3.51
Według	377948	13783	18	5	3.47
członków	377948	13783	18	5	3.47
gdyż	377948	13783	78	10	3.38
okoliczności	377948	13783	19	5	3.35
moralność	377948	13783	11	4	3.35
czerwca	377948	13783	11	4	3.35
przypadkach	377948	13783	11	4	3.35
społecznym	377948	13783	11	4	3.35
1.	377948	13783	11	4	3.35
pokuta	377948	13783	5	3	3.35
rozumowi	377948	13783	5	3	3.35
buntem	377948	13783	5	3	3.35
wyjaśnia	377948	13783	5	3	3.35
poważnych	377948	13783	5	3	3.35
oddzielenie	377948	13783	5	3	3.35
krzywdę	377948	13783	5	3	3.35
rzadziej	377948	13783	5	3	3.35
lekarstwo	377948	13783	5	3	3.35
Peter	377948	13783	5	3	3.35
Jogi	377948	13783	5	3	3.35
Watchtower	377948	13783	5	3	3.35
założeń	377948	13783	5	3	3.35
pokutować	377948	13783	5	3	3.35
duchowego	377948	13783	40	7	3.33
jednocześnie	377948	13783	53	8	3.28
jego	377948	13783	803	47	3.28
wieku	377948	13783	67	9	3.25
katolickiej	377948	13783	20	5	3.24
symbolem	377948	13783	12	4	3.19
cnota	377948	13783	12	4	3.19
świadome	377948	13783	12	4	3.19
powrotu	377948	13783	12	4	3.19
Technika	377948	13783	12	4	3.19
walka	377948	13783	21	5	3.14
sumienia	377948	13783	32	6	3.09
ponieważ	377948	13783	57	8	3.08
serii	377948	13783	6	3	3.06
nazywany	377948	13783	6	3	3.06
podaje	377948	13783	6	3	3.06
nauczaniu	377948	13783	6	3	3.06
sakramencie	377948	13783	6	3	3.06
obowiązku	377948	13783	6	3	3.06
odpuszczenia	377948	13783	6	3	3.06
Paul	377948	13783	6	3	3.06
popełnienia	377948	13783	6	3	3.06
My5vcmcvMjAwMC9zdmciPjwvc3ZnPg==	377948	13783	6	3	3.06
dokonuje	377948	13783	6	3	3.06
Jehowy	377948	13783	6	3	3.06
powinieneś	377948	13783	6	3	3.06
komunikacja	377948	13783	6	3	3.06
międzykulturowa	377948	13783	6	3	3.06
SStp	377948	13783	6	3	3.06
konkretne	377948	13783	6	3	3.06
lekkie	377948	13783	22	5	3.04
sprowadza	377948	13783	13	4	3.04
osób	377948	13783	87	10	3.02
pewnego	377948	13783	33	6	3.02
stanie	377948	13783	103	11	3.00
od	377948	13783	1013	55	3.00
również	377948	13783	137	13	2.97
czyni	377948	13783	23	5	2.95
Akwinu	377948	13783	23	5	2.95
znaczenie	377948	13783	34	6	2.95
wieczne	377948	13783	34	6	2.95
złego	377948	13783	47	7	2.91
różne	377948	13783	47	7	2.91
posiada	377948	13783	14	4	2.91
trzeci	377948	13783	14	4	2.91
ciężar	377948	13783	14	4	2.91
sprawia	377948	13783	14	4	2.91
Chodzi	377948	13783	14	4	2.91
może	377948	13783	577	35	2.91
jedynie	377948	13783	61	8	2.89
świetle	377948	13783	35	6	2.89
powodu	377948	13783	35	6	2.89
Acedia	377948	13783	2	2	2.88
Zakonnicy	377948	13783	2	2	2.88
YouTubie	377948	13783	2	2	2.88
wynajem	377948	13783	2	2	2.88
protestów	377948	13783	2	2	2.88
Iranki	377948	13783	2	2	2.88
karane	377948	13783	2	2	2.88
nienoszenia	377948	13783	2	2	2.88
hidżabu	377948	13783	2	2	2.88
greenwashingu	377948	13783	2	2	2.88
UN	377948	13783	2	2	2.88
Global	377948	13783	2	2	2.88
Compact	377948	13783	2	2	2.88
przestąpieniem	377948	13783	2	2	2.88
przewrotność	377948	13783	2	2	2.88
whatsapp	377948	13783	2	2	2.88
bezalkoholowe	377948	13783	2	2	2.88
zmazane	377948	13783	2	2	2.88
zatarte	377948	13783	2	2	2.88
Pojmowała	377948	13783	2	2	2.88
odpuszczenie	377948	13783	2	2	2.88
Gomory	377948	13783	2	2	2.88
wybawienia	377948	13783	2	2	2.88
1J	377948	13783	2	2	2.88
penitentów	377948	13783	2	2	2.88
standing	377948	13783	2	2	2.88
mylnie	377948	13783	2	2	2.88
nieumiarkowanie	377948	13783	2	2	2.88
śmiertelnymi	377948	13783	2	2	2.88
skłonnościami	377948	13783	2	2	2.88
ciężkimi	377948	13783	2	2	2.88
popełnieniem	377948	13783	2	2	2.88
rani	377948	13783	2	2	2.88
najcięższy	377948	13783	2	2	2.88
powszednim	377948	13783	2	2	2.88
wyrządzają	377948	13783	2	2	2.88
popełni	377948	13783	2	2	2.88
Wzbudzić	377948	13783	2	2	2.88
odpuszcza	377948	13783	2	2	2.88
chrzcie	377948	13783	2	2	2.88
naprawienia	377948	13783	2	2	2.88
regularnej	377948	13783	2	2	2.88
Częsta	377948	13783	2	2	2.88
najmniejsze	377948	13783	2	2	2.88
częstotliwość	377948	13783	2	2	2.88
cięższych	377948	13783	2	2	2.88
wymowę	377948	13783	2	2	2.88
OPP	377948	13783	2	2	2.88
wyszukiwarkę	377948	13783	2	2	2.88
EN	377948	13783	2	2	2.88
odwróceniem	377948	13783	2	2	2.88
ślepoty	377948	13783	2	2	2.88
zbawienie	377948	13783	2	2	2.88
nowoczesnych	377948	13783	2	2	2.88
społeczeństwach	377948	13783	2	2	2.88
Zmienne	377948	13783	2	2	2.88
Perspektywy	377948	13783	2	2	2.88
tradycyjne	377948	13783	2	2	2.88
rozluźnienia	377948	13783	2	2	2.88
małpa	377948	13783	2	2	2.88
demoralizują	377948	13783	2	2	2.88
twierdzono	377948	13783	2	2	2.88
nowoczesnej	377948	13783	2	2	2.88
przestępstwa	377948	13783	2	2	2.88
gatunkowy	377948	13783	2	2	2.88
traktowanie	377948	13783	2	2	2.88
proporcjonalnie	377948	13783	2	2	2.88
Systematyka	377948	13783	2	2	2.88
judaizm	377948	13783	2	2	2.88
charakterem	377948	13783	2	2	2.88
nakazywać	377948	13783	2	2	2.88
zezwalać	377948	13783	2	2	2.88
pochwalać	377948	13783	2	2	2.88
Świadkowie	377948	13783	2	2	2.88
niewybaczalny	377948	13783	2	2	2.88
zatwardziałe	377948	13783	2	2	2.88
popełnianie	377948	13783	2	2	2.88
Pism	377948	13783	2	2	2.88
Strażnica	377948	13783	2	2	2.88
Różne	377948	13783	2	2	2.88
zastępami	377948	13783	2	2	2.88
przebłagalną	377948	13783	2	2	2.88
raportu	377948	13783	2	2	2.88
przysłówkowe	377948	13783	2	2	2.88
pociągającej	377948	13783	2	2	2.88
13.	377948	13783	2	2	2.88
14.	377948	13783	2	2	2.88
cudzy	377948	13783	2	2	2.88
uczynkowy	377948	13783	2	2	2.88
Duchowi	377948	13783	2	2	2.88
gniewać	377948	13783	2	2	2.88
popełniła	377948	13783	2	2	2.88
zadośćuczynienie	377948	13783	2	2	2.88
odnoszącym	377948	13783	2	2	2.88
widz	377948	13783	2	2	2.88
nagminnie	377948	13783	2	2	2.88
Białymstoku	377948	13783	2	2	2.88
osłabił	377948	13783	2	2	2.88
używania	377948	13783	2	2	2.88
pomocnicza	377948	13783	2	2	2.88
powszednich	377948	13783	2	2	2.88
liczby	377948	13783	2	2	2.88
popełniłeś	377948	13783	2	2	2.88
kumulują	377948	13783	2	2	2.88
pokoleniowej	377948	13783	2	2	2.88
specyficzne	377948	13783	2	2	2.88
communio	377948	13783	2	2	2.88
nowoczesności	377948	13783	2	2	2.88
chcenie	377948	13783	2	2	2.88
a	377948	13783	1522	76	2.87
nowych	377948	13783	48	7	2.86
strasznym	377948	13783	7	3	2.83
ciężkich	377948	13783	7	3	2.83
świadomym	377948	13783	7	3	2.83
Prawiek	377948	13783	7	3	2.83
ostatecznego	377948	13783	7	3	2.83
Rubens	377948	13783	7	3	2.83
pociąga	377948	13783	7	3	2.83
teologii	377948	13783	7	3	2.83
nas	377948	13783	294	21	2.80
rodzi	377948	13783	15	4	2.79
katolik	377948	13783	15	4	2.79
materii	377948	13783	25	5	2.79
wymaga	377948	13783	25	5	2.79
mówi	377948	13783	145	13	2.76
pomiędzy	377948	13783	37	6	2.76
dlaczego	377948	13783	51	7	2.71
części	377948	13783	51	7	2.71
winy	377948	13783	38	6	2.70
znaczenia	377948	13783	16	4	2.69
zrozumienia	377948	13783	16	4	2.69
człowiekowi	377948	13783	16	4	2.69
woli	377948	13783	97	10	2.69
jakie	377948	13783	97	10	2.69
sposób	377948	13783	223	17	2.67
szczególnie	377948	13783	39	6	2.65
pokutę	377948	13783	8	3	2.65
właściwe	377948	13783	8	3	2.65
oparciu	377948	13783	8	3	2.65
spełnione	377948	13783	8	3	2.65
jedzeniu	377948	13783	8	3	2.65
wyraża	377948	13783	8	3	2.65
zachęca	377948	13783	8	3	2.65
podkreślał	377948	13783	8	3	2.65
zależności	377948	13783	8	3	2.65
przebaczenie	377948	13783	8	3	2.65
lista	377948	13783	8	3	2.65
uświęcającej	377948	13783	8	3	2.65
naruszenie	377948	13783	8	3	2.65
dopuszcza	377948	13783	8	3	2.65
pożądliwości	377948	13783	8	3	2.65
a.	377948	13783	8	3	2.65
indywidualnego	377948	13783	8	3	2.65
społeczny	377948	13783	17	4	2.59
czyny	377948	13783	17	4	2.59
19	377948	13783	17	4	2.59
wiąże	377948	13783	17	4	2.59
2.	377948	13783	17	4	2.59
możliwość	377948	13783	17	4	2.59
Tym	377948	13783	29	5	2.50
czynów	377948	13783	18	4	2.49
największe	377948	13783	9	3	2.49
rodzaje	377948	13783	9	3	2.49
dobrowolności	377948	13783	9	3	2.49
szczery	377948	13783	9	3	2.49
doskonały	377948	13783	9	3	2.49
sennych	377948	13783	9	3	2.49
zagadnienia	377948	13783	9	3	2.49
kara	377948	13783	9	3	2.49
nieczystych	377948	13783	9	3	2.49
cudzołóstwo	377948	13783	9	3	2.49
dopuścić	377948	13783	9	3	2.49
czterdzieści	377948	13783	9	3	2.49
człowiek	377948	13783	218	16	2.42
społecznościowe	377948	13783	3	2	2.42
dobrowolnym	377948	13783	3	2	2.42
jądro	377948	13783	3	2	2.42
podniecenia	377948	13783	3	2	2.42
niezniszczalne	377948	13783	3	2	2.42
zabójstwa	377948	13783	3	2	2.42
Sodoma	377948	13783	3	2	2.42
Gomora	377948	13783	3	2	2.42
bezprawie	377948	13783	3	2	2.42
teologicznego	377948	13783	3	2	2.42
indywidualne	377948	13783	3	2	2.42
wyczerpującej	377948	13783	3	2	2.42
odnosząc	377948	13783	3	2	2.42
utożsamia	377948	13783	3	2	2.42
cross	377948	13783	3	2	2.42
wzmacnia	377948	13783	3	2	2.42
różnicy	377948	13783	3	2	2.42
Przykłady	377948	13783	3	2	2.42
boskiego	377948	13783	3	2	2.42
Prawieku	377948	13783	3	2	2.42
siedmiu	377948	13783	3	2	2.42
wyjątki	377948	13783	3	2	2.42
Albowiem	377948	13783	3	2	2.42
Nienawidzimy	377948	13783	3	2	2.42
normalność	377948	13783	3	2	2.42
Ewolucja	377948	13783	3	2	2.42
etycznej	377948	13783	3	2	2.42
sekularyzacji	377948	13783	3	2	2.42
uchwycenia	377948	13783	3	2	2.42
obrazą	377948	13783	3	2	2.42
popełniają	377948	13783	3	2	2.42
Spójrzmy	377948	13783	3	2	2.42
małżeńskiej	377948	13783	3	2	2.42
zerwanie	377948	13783	3	2	2.42
niekoniecznie	377948	13783	3	2	2.42
chrztu	377948	13783	3	2	2.42
osobie	377948	13783	3	2	2.42
Owo	377948	13783	3	2	2.42
namawiać	377948	13783	3	2	2.42
dana	377948	13783	3	2	2.42
buddyzmie	377948	13783	3	2	2.42
tańcząc	377948	13783	3	2	2.42
8.	377948	13783	3	2	2.42
9.	377948	13783	3	2	2.42
12.	377948	13783	3	2	2.42
przywieść	377948	13783	3	2	2.42
Świętemu	377948	13783	3	2	2.42
grzechowi	377948	13783	3	2	2.42
obrona	377948	13783	3	2	2.42
zagadnień	377948	13783	3	2	2.42
wymowy	377948	13783	3	2	2.42
obyczajowości	377948	13783	3	2	2.42
doczesnych	377948	13783	3	2	2.42
nadprzyrodzoną	377948	13783	3	2	2.42
oddziaływaniem	377948	13783	3	2	2.42
nowoczesna	377948	13783	3	2	2.42
Agaty	377948	13783	3	2	2.42
Zalewskiej	377948	13783	3	2	2.42
prowadzącą	377948	13783	3	2	2.42
odpowiedzialnym	377948	13783	3	2	2.42
Karmel	377948	13783	3	2	2.42
16	377948	13783	19	4	2.41
prawa	377948	13783	91	9	2.37
najbardziej	377948	13783	75	8	2.36
obecne	377948	13783	10	3	2.35
Mówią	377948	13783	10	3	2.35
występuje	377948	13783	10	3	2.35
Wojciech	377948	13783	10	3	2.35
dany	377948	13783	10	3	2.35
przykłady	377948	13783	10	3	2.35
perspektywie	377948	13783	10	3	2.35
motyw	377948	13783	10	3	2.35
poważny	377948	13783	10	3	2.35
XXI	377948	13783	10	3	2.35
rozwój	377948	13783	10	3	2.35
mówimy	377948	13783	10	3	2.35
karą	377948	13783	10	3	2.35
biznesie	377948	13783	10	3	2.35
aktu	377948	13783	20	4	2.33
Żeromski	377948	13783	32	5	2.32
prowadzić	377948	13783	32	5	2.32
często	377948	13783	112	10	2.27
Chrystusa	377948	13783	33	5	2.27
łaski	377948	13783	47	6	2.26
duchowych	377948	13783	21	4	2.25
prócz	377948	13783	21	4	2.25
przede	377948	13783	63	7	2.23
prawu	377948	13783	11	3	2.23
przedstawić	377948	13783	11	3	2.23
nienawiść	377948	13783	11	3	2.23
kulturowych	377948	13783	11	3	2.23
norm	377948	13783	11	3	2.23
poczucia	377948	13783	11	3	2.23
określić	377948	13783	11	3	2.23
umrzeć	377948	13783	11	3	2.23
aktem	377948	13783	11	3	2.23
Dziennik	377948	13783	11	3	2.23
zło	377948	13783	48	6	2.22
czymś	377948	13783	48	6	2.22
zarówno	377948	13783	34	5	2.21
Jan	377948	13783	133	11	2.21
o	377948	13783	2560	112	2.21
rozwoju	377948	13783	22	4	2.18
oraz	377948	13783	213	15	2.18
parze	377948	13783	4	2	2.13
ślubu	377948	13783	4	2	2.13
Afryka	377948	13783	4	2	2.13
Północy	377948	13783	4	2	2.13
czymże	377948	13783	4	2	2.13
głupota	377948	13783	4	2	2.13
piwo	377948	13783	4	2	2.13
ohydę	377948	13783	4	2	2.13
rzuci	377948	13783	4	2	2.13
kamieniem	377948	13783	4	2	2.13
śmiertelne	377948	13783	4	2	2.13
Niebieskiego	377948	13783	4	2	2.13
Eucharystii	377948	13783	4	2	2.13
będący	377948	13783	4	2	2.13
Rozróżnienie	377948	13783	4	2	2.13
odpuszczone	377948	13783	4	2	2.13
obrażają	377948	13783	4	2	2.13
sakramentalnego	377948	13783	4	2	2.13
zadawane	377948	13783	4	2	2.13
będącą	377948	13783	4	2	2.13
podstawą	377948	13783	4	2	2.13
będącego	377948	13783	4	2	2.13
podchodzić	377948	13783	4	2	2.13
przekleństwami	377948	13783	4	2	2.13
ukazując	377948	13783	4	2	2.13
metafora	377948	13783	4	2	2.13
Dorota	377948	13783	4	2	2.13
uznawana	377948	13783	4	2	2.13
unikania	377948	13783	4	2	2.13
debacie	377948	13783	4	2	2.13
funkcje	377948	13783	4	2	2.13
postrzeganiu	377948	13783	4	2	2.13
uważany	377948	13783	4	2	2.13
zniewolenie	377948	13783	4	2	2.13
Adamem	377948	13783	4	2	2.13
Miesięcznik	377948	13783	4	2	2.13
Daniel	377948	13783	4	2	2.13
Wardziński	377948	13783	4	2	2.13
spektrum	377948	13783	4	2	2.13
przyszłego	377948	13783	4	2	2.13
NIECZYSTOŚCI	377948	13783	4	2	2.13
wątpienia	377948	13783	4	2	2.13
Przełącz	377948	13783	4	2	2.13
Rodzaju	377948	13783	4	2	2.13
rozumiany	377948	13783	4	2	2.13
6.	377948	13783	4	2	2.13
warta	377948	13783	4	2	2.13
T	377948	13783	4	2	2.13
odstąpić	377948	13783	4	2	2.13
Rada	377948	13783	4	2	2.13
Westchnęła	377948	13783	4	2	2.13
pocz	377948	13783	4	2	2.13
łączności	377948	13783	4	2	2.13
historycznych	377948	13783	4	2	2.13
konfesjonału	377948	13783	4	2	2.13
historycznie	377948	13783	4	2	2.13
księdzu	377948	13783	4	2	2.13
wyzwaniem	377948	13783	4	2	2.13
Lista	377948	13783	4	2	2.13
indywidualny	377948	13783	4	2	2.13
struktur	377948	13783	4	2	2.13
mniejszą	377948	13783	4	2	2.13
polegać	377948	13783	4	2	2.13
Agata	377948	13783	4	2	2.13
Halloween	377948	13783	4	2	2.13
obchodzić	377948	13783	4	2	2.13
obliczu	377948	13783	12	3	2.12
WięcejWięcej	377948	13783	12	3	2.12
społeczności	377948	13783	12	3	2.12
ma	377948	13783	548	30	2.11
Tomasza	377948	13783	23	4	2.11
religii	377948	13783	23	4	2.11
wynika	377948	13783	23	4	2.11
praktyce	377948	13783	24	4	2.05
ukazuje	377948	13783	24	4	2.05
bywa	377948	13783	24	4	2.05
charakteru	377948	13783	13	3	2.02
Grzechy	377948	13783	13	3	2.02
podkreśla	377948	13783	13	3	2.02
pomoże	377948	13783	13	3	2.02
zazwyczaj	377948	13783	13	3	2.02
związanych	377948	13783	13	3	2.02
wewnętrznego	377948	13783	13	3	2.02
one	377948	13783	54	6	1.99
stanowi	377948	13783	25	4	1.99
względu	377948	13783	25	4	1.99
brak	377948	13783	39	5	1.98
Paweł	377948	13783	39	5	1.98
inaczej	377948	13783	39	5	1.98
wszystkich	377948	13783	165	12	1.97
samego	377948	13783	72	7	1.95
Stanisław	377948	13783	26	4	1.93
świadomość	377948	13783	26	4	1.93
rolę	377948	13783	26	4	1.93
czystości	377948	13783	26	4	1.93
wypowiedzi	377948	13783	14	3	1.93
marca	377948	13783	14	3	1.93
źródła	377948	13783	14	3	1.93
bezpośrednio	377948	13783	14	3	1.93
raju	377948	13783	14	3	1.93
politycznej	377948	13783	14	3	1.93
duża	377948	13783	5	2	1.92
napisała	377948	13783	5	2	1.92
powód	377948	13783	5	2	1.92
wywoływanie	377948	13783	5	2	1.92
rozróżnia	377948	13783	5	2	1.92
podstawy	377948	13783	5	2	1.92
kapłani	377948	13783	5	2	1.92
wykroczenie	377948	13783	5	2	1.92
podjęta	377948	13783	5	2	1.92
Dekalogu	377948	13783	5	2	1.92
zazdrość	377948	13783	5	2	1.92
lenistwo	377948	13783	5	2	1.92
lenistwa	377948	13783	5	2	1.92
mistycznym	377948	13783	5	2	1.92
akty	377948	13783	5	2	1.92
aspektów	377948	13783	5	2	1.92
spowiadać	377948	13783	5	2	1.92
Olgi	377948	13783	5	2	1.92
aspekty	377948	13783	5	2	1.92
osobistym	377948	13783	5	2	1.92
Lekka	377948	13783	5	2	1.92
robienie	377948	13783	5	2	1.92
stosuje	377948	13783	5	2	1.92
Innym	377948	13783	5	2	1.92
psychologiczne	377948	13783	5	2	1.92
dalszych	377948	13783	5	2	1.92
wywiera	377948	13783	5	2	1.92
Wpływ	377948	13783	5	2	1.92
złamanie	377948	13783	5	2	1.92
pornografii	377948	13783	5	2	1.92
